Target Variable,Epochs,Prediction Length,Learning Rate,Batch Size,MSE,MAE,RMSE,nRMSE,R2,MAPE,SMAPE,Std.Dev,Mean
Volumrate_Frankrike_hourly,500,48,0.0001,16,723.7504,25.155773,26.90261004523713,0.56565213,-11.036523,895.65,75.272026,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.0001,16,2053.741,40.972683,45.3182189278978,0.345873,-23.201231,31.51645,38.166897,9.212004,131.0256
Volumrate_Easington_hourly,500,24,0.001,16,389.52664,16.987188,19.736429308405892,0.43672648,0.01074177,46.82008,48.756714,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.001,16,75.56107,6.439488,8.692587261754849,2.317992,-1.8808577,376.03046,141.20853,5.1213937,3.7500505
Volumrate_Belgia_hourly,500,24,0.001,16,15.977104,3.268933,3.997136998779466,0.09248876,-31.48051,7.565853,7.6848493,0.70135456,43.217545
Volumrate_Frankrike_hourly,500,24,0.001,16,67.66378,5.1870584,8.225799670086936,0.17291142,-0.12604249,1156.0684,13.408418,7.751767,47.57233
Volumrate_Tyskland_hourly,500,24,0.001,16,293.83658,12.547275,17.141662065539055,0.13083863,-2.4685977,10.638814,9.291388,9.203987,131.01376
Volumrate_Easington_hourly,500,48,0.0001,32,817.13824,23.303877,28.585630037291573,0.6317387,-1.0626609,52.655334,64.46521,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.0001,32,27.021584,2.6845684,5.198228886565972,1.4375505,-0.1369152,117.03964,83.19986,4.875188,3.6160321
Volumrate_Belgia_hourly,500,48,0.0001,32,541.0434,21.695885,23.26033955031813,0.538169,-1091.1608,50.183224,70.26147,0.7038381,43.221252
Volumrate_Frankrike_hourly,500,48,0.0001,32,751.00256,25.632433,27.404425983343685,0.5762033,-11.489746,737.39,77.18859,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.0001,32,2231.8118,42.955204,47.24205507361132,0.3605559,-25.299616,32.852383,39.745117,9.212004,131.0256
Volumrate_Easington_hourly,500,24,0.001,32,373.98605,16.611986,19.338719023420264,0.42792597,0.050209284,52.105244,50.700016,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.001,32,53.609264,5.577813,7.321834768265349,1.9524629,-1.0439184,294.85312,134.25758,5.1213937,3.7500505
Volumrate_Belgia_hourly,500,24,0.001,32,14.288414,3.1883106,3.7800018520451606,0.08746452,-28.047503,7.3845544,7.333771,0.70135456,43.217545
Volumrate_Frankrike_hourly,500,24,0.001,32,66.060394,5.516526,8.12775456612153,0.17085046,-0.09935939,1055.7494,14.253497,7.751767,47.57233
Volumrate_Tyskland_hourly,500,24,0.001,32,312.49133,13.954065,17.677424388406035,0.13492799,-2.6888077,11.576104,10.388549,9.203987,131.01376
Volumrate_Easington_hourly,500,24,0.0001,16,356.82425,16.33336,18.88979219757534,0.41799214,0.09379417,48.940067,46.798996,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.0001,16,55.35115,5.39917,7.439835382096523,1.9839294,-1.1103299,279.08502,126.514984,5.1213937,3.7500505
Volumrate_Belgia_hourly,500,24,0.0001,16,12.733689,2.8676915,3.5684295296623842,0.082569,-24.886839,6.6318007,6.7804446,0.70135456,43.217545
Volumrate_Frankrike_hourly,500,24,0.0001,16,57.094536,5.0994153,7.556092629635817,0.15883377,0.04984802,865.3432,13.661945,7.751767,47.57233
Volumrate_Tyskland_hourly,500,24,0.0001,16,256.98737,11.744892,16.03082548475456,0.12235985,-2.0336103,9.90315,8.76502,9.203987,131.01376
Volumrate_Easington_hourly,500,72,0.001,16,535.43964,19.25739,23.139568626715338,0.5107707,-0.34442472,56.949074,52.274544,19.956621,45.303246
Volumrate_St_Fergus_hourly,500,72,0.001,16,72.5207,6.3986897,8.515908556775564,2.4475625,-2.421428,349.62885,159.86467,4.603915,3.4793425
Volumrate_Belgia_hourly,500,72,0.001,16,20.187963,3.2655325,4.4931017666772,0.103941545,-39.597885,7.5820765,7.351079,0.70517117,43.227196
Volumrate_Frankrike_hourly,500,72,0.001,16,112.873146,6.730973,10.624177429670915,0.22344626,-0.87715936,1330.6836,16.308222,7.7543383,47.546898
Volumrate_Tyskland_hourly,500,72,0.001,16,384.5724,15.127537,19.610517272507437,0.14965256,-3.5286226,12.5499325,11.062121,9.215226,131.04031
Volumrate_Easington_hourly,500,72,0.001,32,668.3488,22.298908,25.852443132477223,0.57065326,-0.67814374,65.49638,62.004234,19.956621,45.303246
Volumrate_St_Fergus_hourly,500,72,0.001,32,61.93936,5.8780885,7.870156388043736,2.2619665,-1.9222147,303.8092,152.60023,4.603915,3.4793425
Volumrate_Belgia_hourly,500,72,0.001,32,16.154398,3.3234844,4.019253408840694,0.09297974,-31.486408,7.698414,7.766457,0.70517117,43.227196
Volumrate_Frankrike_hourly,500,72,0.001,32,116.553604,7.1800427,10.795999450073001,0.22706002,-0.93836784,1345.7048,17.55866,7.7543383,47.546898
Volumrate_Tyskland_hourly,500,72,0.001,32,296.6039,12.751958,17.222192437477744,0.13142668,-2.4927292,10.773487,9.544023,9.215226,131.04031
Volumrate_Easington_hourly,500,24,0.0001,32,361.2678,16.391685,19.00704584484519,0.42058674,0.0825091,53.73528,43.87472,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.0001,32,60.896767,5.994198,7.803638040209044,2.0809422,-1.3217633,330.80344,142.98677,5.1213937,3.7500505
Volumrate_Belgia_hourly,500,24,0.0001,32,17.529638,3.3535833,4.18684108731216,0.09687827,-34.636723,7.7713823,7.7645025,0.70135456,43.217545
Volumrate_Frankrike_hourly,500,24,0.0001,32,68.129425,5.3518066,8.254055066985446,0.17350538,-0.13379169,956.94257,13.840607,7.751767,47.57233
Volumrate_Tyskland_hourly,500,24,0.0001,32,288.37088,13.586487,16.98148639333298,0.12961605,-2.4040775,11.238795,10.067404,9.203987,131.01376
Volumrate_Easington_hourly,500,72,0.0001,16,553.1102,20.10834,23.518295633233873,0.51913047,-0.38879335,65.102425,50.745316,19.956621,45.303246
