Target Variable,Epochs,Prediction Length,Learning Rate,Batch Size,MSE,MAE,RMSE,nRMSE,R2,MAPE,SMAPE,Std.Dev,Mean
Volumrate_Tyskland_hourly,500,48,0.0001,32,24.754707,2.2016554,4.9754102681513395,0.03797281,0.7082912,2.0394437,1.9277728,9.212004,131.0256
Volumrate_Easington_hourly,500,72,0.0001,16,73.772224,5.4459624,8.589075877314714,0.18959074,0.81476676,23.014126,20.544952,19.956621,45.303246
Volumrate_St_Fergus_hourly,500,72,0.0001,16,9.4672575,1.604693,3.076890881993514,0.88433117,0.5533477,137.91005,54.455452,4.603915,3.4793425
Volumrate_Belgia_hourly,500,72,0.0001,16,0.48948604,0.42874315,0.6996327884575201,0.016185014,0.01564622,1.0089488,1.0021807,0.70517117,43.227196
Volumrate_Frankrike_hourly,500,72,0.0001,16,20.553085,2.1113122,4.533551072520132,0.09534904,0.65818787,551.422,7.6196356,7.7543383,47.546898
Volumrate_Tyskland_hourly,500,72,0.0001,16,45.977497,2.9583745,6.780670844454114,0.05174492,0.45858115,2.770934,2.5165682,9.215226,131.04031
Volumrate_Easington_hourly,500,72,0.0001,32,73.9262,5.5202765,8.598034709554225,0.18978849,0.81438017,23.271458,21.118814,19.956621,45.303246
Volumrate_St_Fergus_hourly,500,72,0.0001,32,9.604861,1.614532,3.0991710600514533,0.89073473,0.5468557,131.62646,54.79818,4.603915,3.4793425
Volumrate_Belgia_hourly,500,72,0.0001,32,0.4556885,0.38480806,0.6750470401126297,0.015616258,0.08361286,0.9067509,0.90087205,0.70517117,43.227196
Volumrate_Frankrike_hourly,500,72,0.0001,32,22.009903,1.9479748,4.69147129950739,0.09867039,0.6339599,602.766,7.226435,7.7543383,47.546898
Volumrate_Tyskland_hourly,500,72,0.0001,32,46.644817,3.0834424,6.829701117347297,0.052119084,0.450723,2.8768673,2.6148915,9.215226,131.04031
Volumrate_Easington_hourly,500,24,0.0001,16,34.53303,3.7005174,5.8764812144363265,0.13003442,0.91229844,15.83412,16.518303,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.0001,16,5.2051334,1.4023703,2.2814761533074046,0.60838544,0.801548,98.29707,61.782997,5.1213937,3.7500505
Volumrate_Belgia_hourly,500,24,0.0001,16,0.47881198,0.48708898,0.6919624117636906,0.016011147,0.02660352,1.1436254,1.1321436,0.70135456,43.217545
Volumrate_Frankrike_hourly,500,24,0.0001,16,6.874467,1.1928335,2.621920459521442,0.0551144,0.885597,205.01306,5.945333,7.751767,47.57233
Volumrate_Tyskland_hourly,500,24,0.0001,16,24.153727,2.108898,4.914644094719249,0.037512425,0.714877,1.963361,1.8541027,9.203987,131.01376
Volumrate_Easington_hourly,500,48,0.001,16,82.833244,5.8230762,9.101277071034069,0.20113705,0.7909082,24.464954,21.533487,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.001,16,11.194368,1.8955706,3.345798613549052,0.925268,0.5290044,137.02069,76.637955,4.875188,3.6160321
Volumrate_Belgia_hourly,500,48,0.001,16,1.2549033,0.92063683,1.1202246723304226,0.025918378,-1.5331721,2.1510298,2.117577,0.7038381,43.221252
Volumrate_Frankrike_hourly,500,48,0.001,16,25.97341,2.4988434,5.096411448530226,0.10715673,0.56804234,631.17053,8.475836,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.001,16,56.23586,3.2876387,7.499057201891204,0.057233527,0.33731806,3.0899546,2.7859836,9.212004,131.0256
