Target Variable,Epochs,Prediction Length,Learning Rate,Batch Size,MSE,MAE,RMSE,MAPE,SMAPE,Std.Dev,Mean
Volumrate_Tyskland_hourly,500,24,0.0005,16,106.929085,5.972329,10.34065204800123,5.4415917,4.758003,9.203986,131.01375
Volumrate_Easington_hourly,500,24,0.0005,32,208.36926,10.798077,14.435001305691403,47.9227,29.745514,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.0005,32,32.612724,3.5548844,5.710755143078647,126039290.0,101.70407,5.1213937,3.7500505
Volumrate_Belgia_hourly,500,24,0.0005,32,7.480626,2.159549,2.7350733274013344,5.0247374,4.8631024,0.70135456,43.217545
Volumrate_Frankrike_hourly,500,24,0.0005,32,71.05455,4.468654,8.429386108780308,254718130.0,11.9653,7.751767,47.57233
Volumrate_Tyskland_hourly,500,24,0.0005,32,114.888985,6.466578,10.718627928992394,5.8458233,5.1262302,9.203986,131.01375
Volumrate_Easington_hourly,500,24,0.00025,16,216.7043,10.643494,14.720879726658927,47.70232,29.676062,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.00025,16,23.72405,2.991423,4.870734084493895,207264530.0,69.98452,5.1213937,3.7500505
Volumrate_Belgia_hourly,500,24,0.00025,16,2.0618947,1.0084674,1.4359298921701091,2.3502653,2.3597288,0.70135456,43.217545
Volumrate_Frankrike_hourly,500,24,0.00025,16,67.19433,3.828822,8.197214667684717,246514750.0,10.642223,7.751767,47.57233
Volumrate_Tyskland_hourly,500,24,0.00025,16,122.856384,6.838086,11.084059918520097,6.13891,5.3990626,9.203986,131.01375
Volumrate_Easington_hourly,500,24,0.00025,32,213.68362,10.888551,14.617921338807996,47.202026,30.118555,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.00025,32,25.428722,2.9470747,5.0426899945953245,203982350.0,67.71514,5.1213937,3.7500505
Volumrate_Belgia_hourly,500,24,0.00025,32,2.9702985,1.2134233,1.7234554037372898,2.8311675,2.8097827,0.70135456,43.217545
