Target Variable,Epochs,Prediction Length,Learning Rate,Batch Size,MSE,MAE,RMSE,MAPE,SMAPE,Std.Dev,Mean
Volumrate_Frankrike_hourly,500,48,0.00075,16,70.65764,4.462638,8.405809809281001,246752100.0,11.642717,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.00075,16,177.9545,9.3323,13.339958706495894,8.131446,7.137622,9.212003,131.0256
Volumrate_Easington_hourly,500,48,0.00075,32,469.31503,17.811539,21.66368004192696,67.75959,46.50437,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.00075,32,36.749268,3.8417592,6.062117417051983,203130060.0,79.18452,4.8751874,3.6160324
Volumrate_Belgia_hourly,500,48,0.00075,32,4.872063,1.6957005,2.2072750530784844,3.934355,4.04812,0.70383817,43.221252
Volumrate_Frankrike_hourly,500,48,0.00075,32,103.03413,7.162289,10.150572707081029,223291860.0,18.4241,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.00075,32,157.7778,8.3453455,12.560963399105654,7.3458843,6.4714007,9.212003,131.0256
Volumrate_Easington_hourly,500,48,0.0005,16,410.40607,15.683849,20.258481357064532,67.594,39.499775,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.0005,16,35.831646,4.8660183,5.985954056420428,265007950.0,99.032684,4.8751874,3.6160324
Volumrate_Belgia_hourly,500,48,0.0005,16,4.035553,1.3352709,2.008868581693592,3.1003253,3.1839597,0.70383817,43.221252
Volumrate_Frankrike_hourly,500,48,0.0005,16,73.22496,4.3974547,8.557158425969945,234606850.0,11.59341,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.0005,16,194.86772,9.844199,13.959502912267943,8.482632,7.4694214,9.212003,131.0256
Volumrate_Easington_hourly,500,48,0.0005,32,443.4187,17.324577,21.05750937722396,71.300644,44.242622,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.0005,32,31.234726,3.4365025,5.588803624403745,169918720.0,75.52182,4.8751874,3.6160324
Volumrate_Belgia_hourly,500,48,0.0005,32,1.9972762,1.0898626,1.4132502209244668,2.5400894,2.5270903,0.70383817,43.221252
Volumrate_Frankrike_hourly,500,48,0.0005,32,78.24857,4.7496276,8.845822364439762,260670480.0,12.158671,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.0005,32,260.93985,12.135136,16.153632713836092,10.372785,9.082252,9.212003,131.0256
Volumrate_Easington_hourly,500,48,0.00025,16,529.2176,18.332836,23.0047297382958,78.37707,46.464256,19.903702,45.249134
