Target Variable,Epochs,Prediction Length,Learning Rate,Batch Size,MSE,MAE,RMSE,nRMSE,R2,MAPE,SMAPE,Std.Dev,Mean
Volumrate_Belgia_hourly,500,24,0.001,32,0.48360628,0.39281252,0.6954180605192332,0.016091105,0.016857028,0.92633384,0.919578,0.70135456,43.217545
Volumrate_Frankrike_hourly,500,24,0.001,32,14.744393,1.5752069,3.839842880730128,0.08071589,0.75462776,260.86472,6.8942003,7.751767,47.57233
Volumrate_Tyskland_hourly,500,24,0.001,32,32.132076,2.4907916,5.6685162312044,0.04326657,0.6206965,2.2588658,2.1399071,9.203987,131.01376
Volumrate_Easington_hourly,500,24,0.0001,16,48.172413,4.617053,6.940634904121845,0.15358193,0.8776593,20.198862,17.88354,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.0001,16,7.8284426,1.5995663,2.797935412683317,0.7461061,0.7015311,121.215996,60.975204,5.1213937,3.7500505
Volumrate_Belgia_hourly,500,24,0.0001,16,1.0818573,0.69419277,1.0401237059343207,0.024067163,-1.199352,1.625135,1.6108764,0.70135456,43.217545
Volumrate_Frankrike_hourly,500,24,0.0001,16,13.229087,1.7103094,3.637181171720145,0.07645582,0.77984506,285.77948,7.12984,7.751767,47.57233
Volumrate_Tyskland_hourly,500,24,0.0001,16,33.09072,2.9374237,5.7524534878928915,0.043907244,0.6093801,2.640354,2.4722917,9.203987,131.01376
Volumrate_Easington_hourly,500,24,0.0001,32,74.3396,6.0714245,8.622041498936026,0.190788,0.8112041,27.340883,18.991003,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.0001,32,11.625812,2.25085,3.4096644375720113,0.9092316,0.55675185,228.2841,60.579426,5.1213937,3.7500505
Volumrate_Belgia_hourly,500,24,0.0001,32,3.972575,1.4364601,1.9931319447704727,0.046118584,-7.0760098,3.351653,3.324743,0.70135456,43.217545
Volumrate_Frankrike_hourly,500,24,0.0001,32,29.740072,3.748023,5.453445906064001,0.11463483,0.50507367,578.88654,11.205264,7.751767,47.57233
Volumrate_Tyskland_hourly,500,24,0.0001,32,82.16804,6.675549,9.064658703699262,0.0691886,0.030046403,5.6596656,5.2390857,9.203987,131.01376
Volumrate_Easington_hourly,500,48,0.01,16,91.30771,6.116945,9.55550672336294,0.21117546,0.7695165,27.433601,20.761332,19.903702,45.249134
